Country	Year	Organization	Publisher	Material	Resource.type	CostUSD	CostEUR	CostNAT	Cost
Finland	2015	Häme University of Applied Sciences (HAMK)	University of Helsinki	medic	reference database	2515.36334689722	2268	1895.90733082019	2268
Finland	2015	University of Eastern Finland	University of Helsinki	medic	reference database	2515.36334689722	2268	1895.90733082019	2268
Finland	2015	Jyväskylä University of Applied Sciences (JAMK)	University of Helsinki	medic	reference database	2515.36334689722	2268	1895.90733082019	2268
Finland	2015	University of Jyväskylä	University of Helsinki	medic	reference database	2515.36334689722	2268	1895.90733082019	2268
Finland	2015	Kajaani University of Applied Sciences (KAMK)	University of Helsinki	medic	reference database	231.794946870158	209	174.711037099391	209
Finland	2015	Social Insurance Institution of Finland (Kela)	University of Helsinki	helda; medic	other electronic service; reference database	4994.12749165705	4503	3764.22870841416	4503
Finland	2015	Karelia University of Applied Sciences	University of Helsinki	medic	reference database	277.266682859041	250	208.984494138028	250
Finland	2015	Kymenlaakso University of Applied Sciences (KyAMK)	University of Helsinki	medic	reference database	2059.53692027696	1857	1552.33682245727	1857
Finland	2015	Lapland University of Applied Sciences	University of Helsinki	medic	reference database	2290.22280041568	2065	1726.21192158011	2065
Finland	2015	Laurea University of Applied Sciences	University of Helsinki	medic	reference database	2515.36334689722	2268	1895.90733082019	2268
Finland	2015	Finnish Medicines Agency Fimea	University of Helsinki	medic	reference database	1373.02461351797	1238	1034.89121497151	1238
Finland	2015	Helsinki Metropolia University of Applied Sciences	University of Helsinki	medic	reference database	339.374419819466	306	255.797020824946	306
Finland	2015	Mikkeli University of Applied Sciences (MAMK)	University of Helsinki	medic	reference database	2059.53692027696	1857	1552.33682245727	1857
Finland	2015	Oulu University of Applied Sciences	University of Helsinki	medic	reference database	2102.79052280297	1896	1584.9384035428	1896
Finland	2015	Saimaa University of Applied Sciences	University of Helsinki	medic	reference database	1719.05343372605	1550	1295.70386365577	1550
Finland	2015	Satakunta University of Applied Sciences (SAMK)	University of Helsinki	medic	reference database	2290.22280041568	2065	1726.21192158011	2065
Finland	2015	Savonia University of Applied Sciences	University of Helsinki	medic	reference database	2290.22280041568	2065	1726.21192158011	2065
Finland	2015	Seinäjoki University of Applied Sciences (SeAMK)	University of Helsinki	medic	reference database	2059.53692027696	1857	1552.33682245727	1857
Finland	2015	Tampere University of Applied Sciences (TAMK)	University of Helsinki	medic	reference database	2515.36334689722	2268	1895.90733082019	2268
Finland	2015	University of Tampere	University of Helsinki	medic	reference database	2515.36334689722	2268	1895.90733082019	2268
Finland	2015	Turku University of Applied Sciences	University of Helsinki	medic	reference database	2515.36334689722	2268	1895.90733082019	2268
Finland	2015	University of Turku	University of Helsinki	medic	reference database	2515.36334689722	2268	1895.90733082019	2268
Finland	2015	VAMK University of Applied Sciences	University of Helsinki	medic	reference database	1719.05343372605	1550	1295.70386365577	1550
Finland	2015	Novia University of Applied Sciences	University of Helsinki	medic	reference database	2059.53692027696	1857	1552.33682245727	1857
Finland	2015	Åbo Akademi University	University of Helsinki	medic	reference database	2515.36334689722	2268	1895.90733082019	2268
Finland	2015	National Library	University of Oxford Oriental Studies Faculty	online egyptological bibliography (oeb) aiemmin: annual egyptological bibliography (aeb)	reference resource	863.962983788772	779	651.195683734095	779
Finland	2015	Laurea University of Applied Sciences	Verlag fur chemische industrie	kosmet	other electronic service	831.800048577123	750	626.953482414083	750
Finland	2015	University of Helsinki	Viite & Hakuteos & kokotekstietokannat:  tilattu useilta kotimaiselta ja kansainväliseltä kustantajalta tai välittäjältä	viite & hakuteos & kokotekstietokannat:  tilattu useilta kotimaiselta ja kansainväliseltä kustantajalta tai välittäjältä	full text materials; other; reference database; reference resource	169571.866969664	152896	127811.572862912	152896
Finland	2015	University of Turku	Vittorio Klostermann	bdsl online	reference resource	861.744850325899	777	649.52380778099	777
Finland	2015	Finnish National Gallery Library	Walter de Gruyter GMBH	allgemeines künstlerlexikon	reference resource	1277.64487461446	1152	963.000548988032	1152
Finland	2015	HAAGA-HELIA University of Applied Sciences	Warc Ltd	warc	other electronic service	4458.44826037338	4020	3360.47066573949	4020
Finland	2015	Aalto University	Wiley / Blackwell	wiley-blackwell	full text materials	297099.014150582	267882	223932.737034733	267882
Finland	2015	Geological Survey of Finland (GTK)	Wiley / Blackwell	wiley-blackwell	full text materials	19420.8675341787	17511	14638.109907404	17511
Finland	2015	Hanken School of Economics	Wiley / Blackwell	online library	full text materials	31722.6357192686	28603	23910.33394332	28603
Finland	2015	University of Helsinki	Wiley / Blackwell	wiley-blackwell	full text materials	664916.55936446	599528	501168.223206334	599528
Finland	2015	University of Eastern Finland	Wiley / Blackwell	wiley-blackwell	full text materials	256761.148061518	231511	193528.836889556	231511
Finland	2015	University of Jyväskylä	Wiley / Blackwell	wiley-blackwell	full text materials	234669.647838041	211592	176877.788334614	211592
Finland	2015	Social Insurance Institution of Finland (Kela)	Wiley / Blackwell	wiley core/custom collection	full text materials	12991.6076920432	11714	9792.17745733143	11714
Finland	2015	Natural Resources Institute Finland (Luke)	Wiley / Blackwell	wiley online	full text materials	103566.869514972	93382	78061.5601263892	93382
Finland	2015	Finnish Medicines Agency Fimea	Wiley / Blackwell		other	8872.53385148931	8000	6687.50381241689	8000
Finland	2015	University of Oulu	Wiley / Blackwell	ullmann's encyclopedia of industrial chemistry; wiley online journals	full text materials; reference resource	236801.274095861	213514	178484.461125547	213514
Finland	2015	Academy of Finland	Wiley / Blackwell	european journal of education; journal of the american society for information science and technology	full text materials	5667.3309976388	5110	4271.64306018129	5110
Finland	2015	Finnish Environment Institute (SYKE)	Wiley / Blackwell	wiley interscience -tietokanta. myöhemmin wiley-blackwell	full text materials	37442.0928532849	33760	28221.2660883993	33760
Finland	2015	Tampere University of Technology	Wiley / Blackwell	wiley-blackwell (wiley journals)	full text materials	108823.845821979	98122	82023.9061352463	98122
Finland	2015	University of Tampere	Wiley / Blackwell	wiley-blackwell	full text materials	172879.103962806	155878	130304.33990899	155878
Finland	2015	VTT Technical Research Centre of Finland	Wiley / Blackwell	wiley-blacwell	full text materials	191947.288276388	173071	144676.62153985	173071
Finland	2015	National Institute for Health and Welfare	Wiley / Blackwell	wiley-blackwell	full text materials	72518.5463684164	65387	54659.4764728129	65387
Finland	2015	University of Turku	Wiley / Blackwell	wiley-blackwell	full text materials	315732.444305441	284683	237977.330978785	284683
Finland	2015	Finnish Institute of Occupational Health (FIOH)	Wiley / Blackwell	wiley-blac	full text materials	28154.7680442385	25386	21221.1214727519	25386
Finland	2015	University of Vaasa	Wiley / Blackwell	wiley-blackwell	full text materials	44989.291960708	40565	33909.8240188364	40565
Finland	2015	Åbo Akademi University	Wiley / Blackwell	wiley-blackwell	full text materials	93170.4779744892	84008	70225.4775341897	84008
Finland	2015	University of Eastern Finland	William S. Hein & Co. Inc.	heinonline (law journal library&legal classics)	full text materials; ebook package	4973.05522375976	4484	3748.34588685967	4484
Finland	2015	University of Turku	William S. Hein & Co. Inc.	heinonline: index to foreign legal periodicals	full text materials	3257.32899022801	2937	2455.14983713355	2937
Finland	2015	University of Vaasa	William S. Hein & Co. Inc.	heinonline	full text materials	1981.90224907642	1787	1493.82116409862	1787
Finland	2015	University of Eastern Finland	Wize Nordic	oecd health statistics	reference resource	372.646421762551	336	280.875160121509	336
Finland	2015	Lahti University of Applied Sciences (LAMK)	Wize Nordic	britannica; imagequest; music online	other; reference resource	6647.74598822837	5994	5010.61223145335	5994
Finland	2015	University of Tampere	Wize Nordic	oecdilibrary	reference resource	12288.4593843127	11080	9262.19278019739	11080
Finland	2015	VTT Technical Research Centre of Finland	Wize Nordic	oecd ilibrary / oecdilib	reference resource	10033.726719303	9047	7562.73087386695	9047
Finland	2015	University of Turku	Wize Nordic	education in video vol i -ii; garland encyclopedia of world music; oecdilibrary (ent. sourceoecd)	other electronic service; reference resource; ebook package	15275.1760920703	13773	11513.3737510522	13773
Finland	2015	Novia University of Applied Sciences	Wize Nordic	encyclopedia britannica	reference resource	712.020841582017	642	536.672180946455	642
Finland	2015	University of Eastern Finland	Wolters Kluwer	international encyclopaedia of laws : environmental law	reference resource	1051.39526140148	948	792.469201771401	948
Finland	2015	University of Turku	Wolters Kluwer	kluwer arbitration	full text materials	4529.42853118529	4084	3413.97069623882	4084
Finland	2015	VAMK University of Applied Sciences	Wolters Kluwer	nursing collection 1; nursing collection 2; ovid license	full text materials; other electronic service	8475.48796163516	7642	6388.23801681123	7642
Finland	2015	Arcada University of Applied Sciences	Wolters Kluwer Health	ovid nc1	full text materials	2531.99934786876	2283	1908.44640046847	2283
Finland	2015	Centria University of Applied Sciences	Wolters Kluwer Health	nursing 1	full text materials	2531.99934786876	2283	1908.44640046847	2283
Finland	2015	Diaconia University of Applied Sciences (Diak)	Wolters Kluwer Health	jbc	full text materials	1414.06008258111	1275	1065.82092010394	1275
Finland	2015	Geological Survey of Finland (GTK)	Wolters Kluwer Health	georef	reference database	5448.84485154587	4913	4106.96327880052	4913
Finland	2015	Häme University of Applied Sciences (HAMK)	Wolters Kluwer Health	jbi complete	full text materials	1304.26247616893	1176	983.063060425283	1176
Finland	2015	University of Eastern Finland	Wolters Kluwer Health	jbi complete; nursing collection 1	full text materials; reference resource	5886.92621046316	5308	4437.15877953861	5308
Finland	2015	University of Jyväskylä	Wolters Kluwer Health	ebmr; lww	full text materials; reference resource	49406.7047520182	44548	37239.3649794434	44548
Finland	2015	Kajaani University of Applied Sciences (KAMK)	Wolters Kluwer Health	jbi; link@ovid; medline; nursing 1	full text materials; reference resource	7537.21750684017	6796	5681.03448864815	6796
Finland	2015	Karelia University of Applied Sciences	Wolters Kluwer Health	visible body	other electronic service	3839.589024232	3462	2894.01727482341	3462
Finland	2015	Lahti University of Applied Sciences (LAMK)	Wolters Kluwer Health	jbi connect	full text materials	1414.06008258111	1275	1065.82092010394	1275
Finland	2015	Lapland University of Applied Sciences	Wolters Kluwer Health	jbi	reference resource	1414.06008258111	1275	1065.82092010394	1275
Finland	2015	Laurea University of Applied Sciences	Wolters Kluwer Health	jbi complete	reference resource	1414.06008258111	1275	1065.82092010394	1275
Finland	2015	University of Oulu	Wolters Kluwer Health	evidence based medicine reviews; lww toal access collection; nursin collection 1	full text materials	60525.0987346658	54573	45619.6431943784	54573
Finland	2015	Saimaa University of Applied Sciences	Wolters Kluwer Health	jbi; nursing 1	full text materials; reference resource	7537.21750684017	6796	5681.03448864815	6796
Finland	2015	Satakunta University of Applied Sciences (SAMK)	Wolters Kluwer Health	jbi complet; nursing 1 & 2; ovid	full text materials; reference resource	7537.21750684017	6796	5681.03448864815	6796
Finland	2015	Savonia University of Applied Sciences	Wolters Kluwer Health	jbi complete	reference resource	1414.06008258111	1275	1065.82092010394	1275
Finland	2015	Seinäjoki University of Applied Sciences (SeAMK)	Wolters Kluwer Health	jbi complete	reference resource	1414.06008258111	1275	1065.82092010394	1275
Finland	2015	Tampere University of Applied Sciences (TAMK)	Wolters Kluwer Health	anatomy & physiology; jbi complete; nursing 1; nursing 2	full text materials; other; reference resource	15256.3219576359	13756	11499.1628054508	13756
Finland	2015	University of Tampere	Wolters Kluwer Health	joanna briggs institute ebp	reference database	5726.11153440491	5163	4315.94777293855	5163
Finland	2015	Turku University of Applied Sciences	Wolters Kluwer Health	jbi complete; mental health collection; nursing collection 1; nursing collection 2; nursing@ovid; ovid licence; visible body (turun amk:n hankkimat sisällöt)	full text materials; other electronic service; reference resource	11174.9563859508	10076	8422.91105173907	10076
Finland	2015	University of Turku	Wolters Kluwer Health	international film archive fiaf; joanna briggs institute complete; lww total acess collection (ovid)	full text materials; reference database; reference resource	79816.2054612664	71967	60159.9483585258	71967
Finland	2015	VAMK University of Applied Sciences	Wolters Kluwer Health	jbi complete	reference resource	1414.06008258111	1275	1065.82092010394	1275
Finland	2015	Novia University of Applied Sciences	Wolters Kluwer Health	jbi complete	reference resource	1414.06008258111	1275	1065.82092010394	1275
Finland	2015	Aalto University	World Global Style Network (WGSN)	wgsn	other electronic service	6317.24410226039	5696	4761.50271444083	5696
Finland	2015	Häme University of Applied Sciences (HAMK)	World Global Style Network (WGSN)	wgsn	other electronic service	4075.8202380279	3675	3072.07206382901	3675
Finland	2015	Jyväskylä University of Applied Sciences (JAMK)	World Global Style Network (WGSN)	wgsn	reference resource	2557.50788269179	2306	1927.67297392917	2306
Finland	2015	Lahti University of Applied Sciences (LAMK)	World Global Style Network (WGSN)	wgsn	other electronic service	10003.7819175542	9020	7540.16054850004	9020
Finland	2015	Helsinki Metropolia University of Applied Sciences	World Global Style Network (WGSN)	wgsn	other electronic service	7269.93242456405	6555	5479.57343629909	6555
Finland	2015	Tampere University of Technology	World Scientific Publishing	wsp journals (selection)	full text materials	1375.24274698084	1240	1036.56309092462	1240
Finland	2015	Library of Parliament	WSOY	sanakirjaonline/talentum-sanakirjat	dictionary	3907.24209484961	3523	2945.00949139309	3523
Finland	2016	HAAGA-HELIA University of Applied Sciences	Aalto-yliopisto	helecon mix; helecon tietokanavat	reference database	6909.4857368473	6230	5207.89359391965	6230
Finland	2016	Hanken School of Economics	Aalto-yliopisto	heleconmix	reference database	4862.14855061614	4384	3664.75208920446	4384
Finland	2016	University of Jyväskylä	Aalto-yliopisto	helecon mix	reference database	4862.14855061614	4384	3664.75208920446	4384
Finland	2016	University of Lapland	Aalto-yliopisto	helecon mix	reference database	4862.14855061614	4384	3664.75208920446	4384
Finland	2016	The National Defence University	Aalto-yliopisto	tenttu	reference database	4724.62427591806	4260	3561.09578011199	4260
Finland	2016	Oulu University of Applied Sciences	Aalto-yliopisto	tenttu	reference database	3232.92952213642	2915	2436.7592016494	2915
Finland	2016	University of Oulu	Aalto-yliopisto	helecon; tenttu	reference database	8205.98474589618	7399	6185.10508850907	7399
Finland	2016	Saimaa University of Applied Sciences	Aalto-yliopisto	heleconmix/tenttu	reference database	9308.39707694372	8393	7016.02743720187	8393
Finland	2016	Seinäjoki University of Applied Sciences (SeAMK)	Aalto-yliopisto	helecon mix	reference database	4608.17226911726	4155	3473.32229257402	4155
Finland	2016	Tampere University of Applied Sciences (TAMK)	Aalto-yliopisto	helecon mix; tenttu	reference database	8090.64180582681	7295	6098.16753894765	7295
Finland	2016	VAMK University of Applied Sciences	Aalto-yliopisto	aalto-yliopisto: tenttu	reference database	2789.30282956195	2515	2102.38401102856	2515
Finland	2016	Oulu University of Applied Sciences	Adato Energia Oy	sähköverkkoextra	full text materials; other electronic service	831.800048577123	750	626.953482414083	750
Finland	2016	Tampere University of Applied Sciences (TAMK)	Adato Energia Oy	sähköverkkoekstra	other electronic service	1774.50677029786	1600	1337.50076248338	1600
Finland	2016	Tampere University of Technology	AIAA	aiaa journal	full text materials	2397.80227336499	2162	1807.29790530566	2162
Finland	2016	University of Eastern Finland	AIP/APS	aip multi title package	full text materials	19100.3472487936	17222	14396.5238321805	17222
Finland	2016	Tampere University of Technology	AIP/APS	aip selected journals	full text materials	28398.7627251544	25606	21405.0278275934	25606
Finland	2016	Tampere University of Technology	AIP/APS	aps-all	full text materials	27901.900829471	25158	21030.527614098	25158
Finland	2016	University of Turku	AIP/APS	american physical society journals	full text materials	26956.9759742874	24306	20318.3084580756	24306
Finland	2016	University of the Arts Helsinki	Alexander Street Press	art and architecture in video; music online	other	15289.593959579	13786	11524.2409447474	13786
Finland	2016	Aalto University	Alma Media	fokus talous+verotus; kauppalehti; talentum-lehtiarkisto; verkkokirjahylly asuminen ja ympäristöoikeus; verkkokirjahylly siviilioikeus	full text materials; reference resource; ebook package	40328.9935552132	36363	30397.2126413644	36363
Finland	2016	Centria University of Applied Sciences	Alma Media	e-kirjahylly; fokus esimies; fokus talous ja verotus; summa; talentum lehtiarkisto	full text materials; reference resource; ebook package	18329.5458704455	16527	13815.5469384767	16527
Finland	2016	Library of Parliament	Alma Media	fokus juridiikka; fokus talous+verotus; suomenlaki.com; valtiokalenteri; verkkokirjahylly	reference resource; ebook package	41436.951219918	37362	31232.31467994	37362
Finland	2016	Finnish Centre for Pensions	Alma Media	kauppaleht online	full text materials	3859.55222539785	3480	2909.06415840135	3480
Finland	2016	European Chemicals Agency	Alma Media	kauppaleht online	full text materials	2754.92176088743	2484	2076.46993375544	2484
Finland	2016	HAAGA-HELIA University of Applied Sciences	Alma Media	kauppalehti	full text materials	5305.77524319061	4784	3999.1272798253	4784
Finland	2016	HAAGA-HELIA University of Applied Sciences	Alma Media	esimiehen työoikeus; fokus esimies; fokus juridiikka; fokus talous ja verotus; palkkahallinto; summa; suomenlaki; talentum lehtiarkisto; verkkokirjahylly	full text materials; reference resource; ebook package	50671.0408258555	45688	38192.3342727129	45688
Finland	2016	Hanken School of Economics	Alma Media	kauppalehti online	full text materials	6113.17582367614	5512	4607.69012675524	5512
Finland	2016	Hanken School of Economics	Alma Media	finlands lag online; talentum fokus; talentum lehtiarkisto	full text materials	15225.2680891557	13728	11475.7565421074	13728
Finland	2016	University of Helsinki	Alma Media	fokus juridiikka; fokus tv; suomenlaki.com; talentum verkkokirjahylly	full text materials	38738.5918623338	34929	29198.4775829887	34929
Finland	2016	Humak University of Applied Sciences (Humak)	Alma Media	verkkokirjahylly	ebook package	1946.41211367047	1755	1467.07114884896	1755
Finland	2016	Häme University of Applied Sciences (HAMK)	Alma Media	kauppalehti	full text materials	2149.37132552329	1938	1620.04779855799	1938
Finland	2016	Häme University of Applied Sciences (HAMK)	Alma Media	fokus esimies; fokus talous ja verotus; talentum summa; talentum verkkokirjahylly / alk. 2017 alma talent pro verkkokirjahylly	full text materials; reference resource; ebook package	18621.2304208132	16790	14035.3986263099	16790
Finland	2016	University of Eastern Finland	Alma Media	suomen laki -hakupalvelu; verkkokirjahylly	full text materials; reference resource; ebook package	16916.5948545958	15253	12750.5619563494	15253
Finland	2016	University of Eastern Finland	Alma Media	fokus juridiikka; fokus talous+verotus	full text materials; reference resource	10922.0891711833	9848	8232.31719308519	9848
Finland	2016	Jyväskylä University of Applied Sciences (JAMK)	Alma Media	fokus esimies; fokus juridiikka; fokus talous ja verotus; suomenlaki; talentum lehtiarkisto	full text materials; reference resource	15327.3022284478	13820	11552.6628359502	13820
Finland	2016	University of Jyväskylä	Alma Media	suomen media-arkisto	full text materials	1516.09422187324	1367	1142.72721394674	1367
Finland	2016	University of Jyväskylä	Alma Media	fokus talous+verotus; suomen laki	full text materials; reference resource	11194.9195871166	10094	8437.95793531701	10094
Finland	2016	South-Eastern Finland University of Applied Sciences (XAMK)	Alma Media	kauppalehti	full text materials	2412.22014087366	2175	1818.16509900084	2175
Finland	2016	South-Eastern Finland University of Applied Sciences (XAMK)	Alma Media	fokus juridiikka; fokus talous ja verotus; talentum lehtiarkisto; talentum verkkokirjahylly	full text materials; reference resource; ebook package	16774.634312972	15125	12643.5618953507	15125
Finland	2016	Kajaani University of Applied Sciences (KAMK)	Alma Media	talentum lehtiarkisto	full text materials	3224.05698828493	2907	2430.07169783699	2907
Finland	2016	Social Insurance Institution of Finland (Kela)	Alma Media	fokus; summa lehtitimantti; verkkokirjahylly	full text materials	13377.562914583	12062	10083.0838731716	12062
Finland	2016	Karelia University of Applied Sciences	Alma Media	fokus juridiikka; fokus talous ja verotus; suomenlaki; talentum lehtiarkisto	reference resource	9698.78856640925	8745	7310.27760494821	8745
Finland	2016	Lahti University of Applied Sciences (LAMK)	Alma Media	kauppalehti	full text materials	2714.99535855573	2448	2046.37616659957	2448
Finland	2016	Lahti University of Applied Sciences (LAMK)	Alma Media	fokus juridiikka; fokus talous ja verotus; talentum summa; talentum lehtiarkisto	full text materials; reference resource	13787.9176052144	12432	10392.3809244958	12432
Finland	2016	Lapland University of Applied Sciences	Alma Media	lapin kansa; pohjolan sanomat	full text materials	1173.39260185946	1058	884.422379192134	1058
Finland	2016	Lapland University of Applied Sciences	Alma Media	kauppaleht	full text materials	2262.49613212977	2040	1705.31347216631	2040
Finland	2016	Lapland University of Applied Sciences	Alma Media	fokus esimies; fokus talous ja verotus; talentum lehtiarkisto; verkkokirjahylly	full text materials; reference resource; ebook package	14133.9464254225	12744	10653.1935731801	12744
Finland	2016	University of Lapland	Alma Media	fokus juridiikka; fokus talous+verotus; suomen laki; talentum verkkokirjahylly	full text materials; reference resource; ebook package	18437.1253433948	16624	13896.6329222023	16624
Finland	2016	Lappeenranta University of Technology	Alma Media	kauppalehti online	full text materials	3673.22901451657	3312	2768.62657834059	3312
Finland	2016	Lappeenranta University of Technology	Alma Media	fokus juridiikka; fokus talous+verotus; suomen laki	full text materials; reference resource	8467.72449451511	7635	6382.38645097537	7635
Finland	2016	Laurea University of Applied Sciences	Alma Media	kauppalehti	full text materials	4513.90159694519	4070	3402.26756456709	4070
Finland	2016	Laurea University of Applied Sciences	Alma Media	fokus juridiikka; fokus talous ja verotus; suomenlaki; talentum lehtiarkisto; verkkokirjasto	full text materials; reference resource; ebook package	24024.6035363702	21662	18108.0884480718	21662
Finland	2016	Finnish Medicines Agency Fimea	Alma Media	kauppalehti	full text materials	3793.00822151168	3420	2858.90787980822	3420
Finland	2016	National Land Survey of Finland (NLS)	Alma Media	suomen laki -hakupalvelu	full text materials	469.135227397497	423	353.601764081543	423
Finland	2016	Helsinki Metropolia University of Applied Sciences	Alma Media	kauppalehti	full text materials	5882.48994353741	5304	4433.8150276324	5304
Finland	2016	Helsinki Metropolia University of Applied Sciences	Alma Media	alma talent pro verkkokirjahylly; fokus esimies; fokus talous ja verotus; talentum lehtiarkisto	full text materials; reference resource; ebook package	22858.9744016308	20611	17229.5176347156	20611
Finland	2016	Oulu University of Applied Sciences	Alma Media	kauppalehti	full text materials	2015.17425101951	1817	1518.89930339519	1817
Finland	2016	Oulu University of Applied Sciences	Alma Media	fokus esimies; fokus juridiikka; fokus talous ja verotus; suomenlaki; talentum lehtiarkisto; verkkokirjahylly	full text materials; reference resource; ebook package	21774.3071382862	19633	16411.9702936476	19633
Finland	2016	University of Oulu	Alma Media	fokus esimies; fokus juridiikka; fokus talous+verotus; verkkokirjahylly	reference resource; ebook package	22408.6933086677	20205	16890.1268162354	20205
Finland	2016	Police College of Finland (Polamk)	Alma Media	suomen media-arkisto	full text materials	1197.79206995106	1080	902.81301467628	1080
Finland	2016	Police College of Finland (Polamk)	Alma Media	fokus esimies; fokus juridiikka; suomenlaki; verkkokirjahylly	reference resource; ebook package	11935.776163716	10762	8996.36450365382	10762
Finland	2016	Saimaa University of Applied Sciences	Alma Media	kauppalehti	full text materials	1679.12703139435	1514	1265.6100964999	1514
Finland	2016	Saimaa University of Applied Sciences	Alma Media	fokus juridiikka; fokus talous ja verotus; talentum lehtiarkisto	full text materials; reference resource	7559.39884146889	6816	5697.75324817919	6816
Finland	2016	Satakunta University of Applied Sciences (SAMK)	Alma Media	kauppalehti	full text materials	2789.30282956195	2515	2102.38401102856	2515
Finland	2016	Satakunta University of Applied Sciences (SAMK)	Alma Media	fokus esimies; fokus juridiikka; fokus talous ja verotus; lehtiarkisto; summa; suomenlaki; talentum lehtiarkisto; verkkokirjahylly	full text materials; reference resource; ebook package	36774.4346809603	33158	27718.0314265149	33158
Finland	2016	Savonia University of Applied Sciences	Alma Media	kauppalehti online	full text materials	2036.2465189168	1836	1534.78212494968	1836
Finland	2016	Savonia University of Applied Sciences	Alma Media	fokus juridiikka; fokus talous+verotus; suomen laki; talentum verkkokirjahylly; talentum lehtiarkisto	full text materials; reference resource; ebook package	19211.2539219372	17322	14480.1176298357	17322
Finland	2016	Seinäjoki University of Applied Sciences (SeAMK)	Alma Media	summa	full text materials	3521.28687230982	3175	2654.10307555295	3175
Finland	2016	Seinäjoki University of Applied Sciences (SeAMK)	Alma Media	kauppalehti online; suomen media-arkisto	full text materials	3198.5484534619	2884	2410.84512437629	2884
Finland	2016	Seinäjoki University of Applied Sciences (SeAMK)	Alma Media	fokus esimies; fokus juridiikka; fokus talous+verotus; suomen laki; talentum lehtiarkisto	full text materials; reference resource	12370.530322439	11154	9324.05219046225	11154
Finland	2016	Bank of Finland	Alma Media	kauppalehti online	full text materials	11285.8630590944	10176	8506.50484939428	10176
Finland	2016	Tampere University of Applied Sciences (TAMK)	Alma Media	kauppalehti online	full text materials	3006.67990892344	2711	2266.22785443277	2711
Finland	2016	Tampere University of Applied Sciences (TAMK)	Alma Media	fokus esimies; fokus juridiikka; fokus talous+verotus; suomen laki; talentum summa; talentum lehtiarkisto; talentum verkkokirjahylly	full text materials; reference resource; ebook package	29881.5849450846	26943	22522.6769022435	26943
Finland	2016	Tampere University of Technology	Alma Media	kauppalehti online	full text materials	5489.88032060901	4950	4137.89298393295	4950
Finland	2016	Tampere University of Technology	Alma Media	talentum lehtiarkisto	full text materials; reference resource	4432.93972555035	3997	3341.24409227879	3997
Finland	2016	University of Tampere	Alma Media	esimiehen työoikeus -verkkokirja; verkkokirjahylly	ebook package	17031.9377946652	15357	12837.4995059108	15357
Finland	2016	University of Tampere	Alma Media	kauppalehti online; suomen media-arkisto	full text materials	6828.52386545246	6157	5146.87012163135	6157
Finland	2016	University of Tampere	Alma Media	fokus juridiikka; fokus talous+verotus; suomen laki	reference resource	16753.5620450747	15106	12627.6790737962	15106
Finland	2016	Tekes	Alma Media	kauppaleht online	full text materials	7160.13481815187	6456	5396.81557662043	6456
Finland	2016	National Institute for Health and Welfare	Alma Media	suomen laki hakupalvelu	full text materials	1163.41100127654	1049	876.898937403165	1049
Finland	2016	Statistics Finland	Alma Media	online focus; summa-palvelu; suomenlaki.com; yrityskaupat.com	full text materials; reference resource	9976.05524926829	8995	7519.26209908624	8995
Finland	2016	Statistics Finland	Alma Media	kauppalehti online	full text materials	7719.1044507957	6960	5818.12831680269	6960
Finland	2016	Turku University of Applied Sciences	Alma Media	kauppalehti online	full text materials	2941.24497176871	2652	2216.9075138162	2652
Finland	2016	Turku University of Applied Sciences	Alma Media	fokus talous+verotus; summa; talentum lehtiarkisto; verkkokirjahylly	full text materials; reference resource; ebook package	21575.7841933591	19454	16262.3373958448	19454
Finland	2016	University of Turku	Alma Media	kauppalehti online	full text materials	7391.92976502203	6665	5571.52661371982	6665
Finland	2016	University of Turku	Alma Media	fokus juridiikka; fokus talous+verotus; suomen laki; talentum lehtiarkisto; verkkokirjahylly	full text materials; reference resource; ebook package	34998.818843931	31557	26379.694726055	31557
Finland	2016	VAMK University of Applied Sciences	Alma Media	kauppalehti online	full text materials	1592.61982634233	1436	1200.40693432883	1436
Finland	2016	VAMK University of Applied Sciences	Alma Media	fokus talous+verotus; talentum lehtiarkisto	full text materials; reference resource	6601.16518550805	5952	4975.50283643817	5952
Finland	2016	University of Vaasa	Alma Media	tietopalvelut kauppalehti: eportti	reference resource	1980.79318234499	1786	1492.98522612207	1786
Finland	2016	University of Vaasa	Alma Media	kauppalehti online	full text materials	4247.72558140051	3830	3201.64245019459	3830
Finland	2016	University of Vaasa	Alma Media	fokus juridiikka; fokus talous+verotus; suomen laki	full text materials; reference resource	14382.3773732642	12968	10840.4436799278	12968
Finland	2016	Government Institute for Economic Research (VATT)	Alma Media	kauppalehti online	full text materials	1370.8064800551	1236	1033.21933901841	1236
Finland	2016	Government Institute for Economic Research (VATT)	Alma Media	edilex verotus	other electronic service	1202.2283368768	1084	906.156766582488	1084
Finland	2016	Åbo Akademi University	Alma Media	kauppalehti online	full text materials	5463.26271905454	4926	4117.8304724957	4926
Finland	2016	Åbo Akademi University	Alma Media	fokus juridiikka; fokus talous+verotus; suomen laki	reference resource; ebook package	10081.4165887547	9090	7598.67620685869	9090
Finland	2016	University of Eastern Finland	American Association for Cancer Research (AACR) /Ebsco	aacr journals suite	full text materials	8354.59968790862	7533	6297.12077736705	7533
Finland	2016	Aalto University	American Association for the Advancement of Science (AAAS)	science	full text materials	12830.793015985	11569	9670.96645073137	11569
